filename,label,label_name
MCF7_3/MN3_488epcam_568vim_D001_nucleus_689_2804_0_11.tif,2.0,MCF7_3
MCF7_4/MN4_488epcam_568vim_D002_nucleus_1328_379_6_10.tif,1.0,MCF7_4
MCF7_1/MN1_488epcam_568vim_D002_nucleus_1464_1493_18_28.tif,0.0,MCF7_1
MCF7_2/MN2_488epcam_568vim_D005_nucleus_1201_708_22_30.tif,3.0,MCF7_2
MCF7_2/MN2_488epcam_568vim_D005_nucleus_1515_542_18_29.tif,3.0,MCF7_2
MCF7_2/MN2_488epcam_568vim_D001_nucleus_513_2336_3_11.tif,3.0,MCF7_2
MCF7_4/MN4_488epcam_568vim_D002_nucleus_1155_271_6_11.tif,1.0,MCF7_4
MCF7_1/MN1_488epcam_568vim_D003_nucleus_462_651_11_22.tif,0.0,MCF7_1
MCF7_3/MN3_488epcam_568vim_D001_nucleus_1588_1827_9_13.tif,2.0,MCF7_3
MCF7_3/MN3_488epcam_568vim_D001_nucleus_674_1307_1_5.tif,2.0,MCF7_3
MCF7_2/MN2_488epcam_568vim_D004_nucleus_70_1530_18_25.tif,3.0,MCF7_2
MCF7_3/MN3_488epcam_568vim_D001_nucleus_1286_946_13_23.tif,2.0,MCF7_3
MCF7_2/MN2_488epcam_568vim_D001_nucleus_335_2370_18_30.tif,3.0,MCF7_2
MCF7_3/MN3_488epcam_568vim_D001_nucleus_620_2557_1_8.tif,2.0,MCF7_3
MCF7_4/MN4_488epcam_568vim_D002_nucleus_464_541_6_12.tif,1.0,MCF7_4
MCF7_1/MN1_488epcam_568vim_D002_nucleus_1662_351_8_16.tif,0.0,MCF7_1
MCF7_1/MN1_488epcam_568vim_D004_nucleus_2511_2400_39_49.tif,0.0,MCF7_1
MCF7_3/MN3_488epcam_568vim_D002_nucleus_2048_1898_11_22.tif,2.0,MCF7_3
MCF7_1/MN1_488epcam_568vim_D005_nucleus_1392_1234_14_24.tif,0.0,MCF7_1
MCF7_2/MN2_488epcam_568vim_D001_nucleus_645_2624_11_20.tif,3.0,MCF7_2
MCF7_1/MN1_488epcam_568vim_D005_nucleus_1895_1491_19_31.tif,0.0,MCF7_1
MCF7_3/MN3_488epcam_568vim_D001_nucleus_175_517_4_12.tif,2.0,MCF7_3
MCF7_1/MN1_488epcam_568vim_D004_nucleus_2455_2640_46_56.tif,0.0,MCF7_1
MCF7_2/MN2_488epcam_568vim_D005_nucleus_1110_1355_33_40.tif,3.0,MCF7_2
MCF7_4/MN4_488epcam_568vim_D002_nucleus_2321_2923_4_12.tif,1.0,MCF7_4
MCF7_1/MN1_488epcam_568vim_D003_nucleus_2715_829_9_21.tif,0.0,MCF7_1
MCF7_4/MN4_488epcam_568vim_D001_nucleus_2377_1667_11_16.tif,1.0,MCF7_4
MCF7_4/MN4_488epcam_568vim_D001_nucleus_2036_2361_0_8.tif,1.0,MCF7_4
MCF7_4/MN4_488epcam_568vim_D001_nucleus_2617_1648_1_11.tif,1.0,MCF7_4
